province,topic,merged
Sumatera Barat,Socio-religious,Ica sebagai anak perempuan satu-satunya di rumah selalu dipanggil oleh mama ke dapur jika mama hendak memasak. Mama ingin mengajarkan Ica cara memasak beraneka masakan.
Sumatera Barat,Socio-religious,Badan Bapak terasa pegal-pegal. Bapak meminta tukang urut datang ke rumah untuk memijit beliau.
Sumatera Barat,Socio-religious,"Untuk mempertebal rambut, Ica menggunakan kemiri. Pertama-tama kemiri dibakar kemudian dioleskan ke kulit kepala."
Sumatera Barat,Socio-religious,"Agar tampak selalu putih bersih, Ica menggunakan bedak beras. Ica menggunakan bedak beras selama 30 menit kemudia dibilas dengan air hangat."
Sumatera Barat,Socio-religious,Helen suka sakit kepala. Ia mengonsumsi air rebusan daun pegagan untuk mengatasi sakit kepalanya.
Sumatera Barat,Socio-religious,"Ketika badan terasa demam, Beti suka meminum air cincau. Air cincau ini disebut juga dengan aia aka di daerah Beti."
Sumatera Barat,Socio-religious,Danu masuk angin. Ibu membuatkan teh jahe untuk Danu dan mengoleskan minyak kayu putih ke badan Danu.
Sumatera Barat,Socio-religious,"Prinsip hidup Rifky adalah ""Dima bumi dipijak disitu langik dijunjuang"". Rifky meyakini bahwa sebagai manusia kita harus mampu beradaptasi dengan lingkungan sekitar."
Sumatera Barat,Makanan,Pagi ini kami sarapan katan goreng yang dibeli di kedai Mak Ipah. Ketan kukus yang ditaburi parutan kelapa serta pisang tanduk yang digoreng.
Sumatera Barat,Makanan,"Salah satu restoran favorit keluarga kami adalah Simpang Raya. Biasanya ketika makan di sana, kami memesan ayam pop."
Sumatera Barat,Makanan,Kami makan siang di Sederhana. Pramusaji menghidangkan nasi beserta aneka lauk-pauk lengkap di meja.
Sumatera Barat,Makanan,"Adikku sangat menyukai karak kaliang. Kudapan yang diolah dari singkong, berwarna kuning, dan berbentuk angka delapan."
Sumatera Barat,Makanan,"Sebenarnya Bapak sangat menyukai cancang, tapi beliau tidak boleh makan sering-sering. Sebagai penderita hipertensi, Bapak harus membatasi makanan yang tinggi kolesterol."
Sumatera Barat,Makanan,Gulai cubadak diolah dari nangka muda. Sayur ini disajikan untuk dimakan bersama nasi Padang.
Sumatera Barat,Makanan,Sapi tidak hanya diolah dagingnya untuk rendang atau paru untuk dendeng. Kuliner Sumatera Barat lainnya yang berasal dari sapi di antaranya gajebo dan gulai banak.
Sumatera Barat,Makanan,"Jika ke Bukittinggi, tak lengkap rasanya jika tidak berkunjung ke Los Lambuang. Anda dapat menikmati sajian otentik nasi Kapau."
Sumatera Barat,Makanan,Siapa yang tidak suka sate Padang?. Sate yang terbuat dari daging sapi disajikan dengan kuah kuning.
Sumatera Barat,Makanan,"Makanan Minang lekat dengan citarasa pedas. Namun, ada juga makanan manis seperti kacimuih dan bareh randang."
Sumatera Barat,Makanan,"Setiap hari raya, Mak Dang menghidangkan lamang tapai. Namun, saya hampir tidak pernah memakannya. Saya menghindari makanan manis."
Sumatera Barat,Makanan,"Setiap Nenek datang dari kampung, selalu membawakan kami bermacam-macam buah tangan. Misalnya, bilih dan rinuak yang hanya dapat ditemukan di Danau Singkarak dan Danau Maninjau."
Sumatera Barat,Makanan,Tetangga memberikan kami seplastik dakak-dakak. Nenek tidak memakannya karena ompong.
Sumatera Barat,Makanan,Cuaca siang ini cukup terik. Meneguk aia aka membuat tenggorokanku terasa lebih segar.
Sumatera Barat,Makanan,"Teh talua terbuat dari kuning telur yang dicampur dengan teh. Agar rasanya tidak terlalu pahit, ditambahkan gula pasir."
Sumatera Barat,Makanan,Saya suka makan lamang ketan dengan tapai dan sarikayo. Saya juga suka memakannya dengan durian.
Sumatera Barat,Makanan,Para tamu alek dipersilakan masuk ke rumah agar menikmati hidangan yang sudah tersaji. Tamu makan sambil duduk di lantai.
Sumatera Barat,Makanan,Ibu memasak soto Padang untuk makan malam. Kami makan dengan sendok.
Sumatera Barat,Pernikahan,"Pernikahan dalam adat Minang memiliki sejumlah tahapan. Di antaranya, batimbang tando yang mana pihak keluarga bertemu untuk menyepakati bahwa laki-laki dan perempuan akan menikah."
Sumatera Barat,Pernikahan,Linda sudah menjadi yatim piatu sejak dia lahir. Linda akan menikah dan yang berhak jadi wali adalah kakeknya.
Sumatera Barat,Pernikahan,Malam bainai diadakan menjelang hari pernikahan. Keluarga calon mempelai wanita hadir saat malam bainai.
Sumatera Barat,Pernikahan,Kami akan menyelenggarakan alek pernikahan Uni Indah besok. Tetangga datang membantu memasak.
Sumatera Barat,Pernikahan,Anak daro diarak dari rumah induak bako menuju rumah orang tuanya. Tradisi Arak Bako terdapat di daerah di Kota Solok.
Sumatera Barat,Pernikahan,Maanta marapulai merupakan prosesi terakhir dalam rangkaian acara pesta pernikahan di Harau. Pihak keluarga pria mengantar marapulai menuju rumah anak daro.
Sumatera Barat,Pernikahan,Tetangga dan kerabat memanggil Abakku Saidi Batuah. Gelar ini diperoleh Abak ketika menikahi Amak.
Sumatera Barat,Pernikahan,Bundo Kanduang Kurai pergi mengantar jamba. Mereka memakai baju kurung dan selendang warna merah.
Sumatera Barat,Pernikahan,"Marapulai memakai pakaian kebesaran adat yang lazim dipakai penghulu. Marapulai memakai saluak, baju gadang basiba, sarawa, dan sasampiang."
Sumatera Barat,Pernikahan,Mirna dan Arifin bersanding di pelaminan menggunakan pakaian adat Koto Gadang. Mirna mengenakan baju kuruang batabua dengan tingkuluak talakuang.
Sumatera Barat,Pernikahan,Pengantin wanita dalam berbagai adat nusantara memakai hiasan kepala. Anak daro Minang menggunakan suntiang gadang.
Sumatera Barat,Pernikahan,"Saat makan bajamba, tamu duduk berkelompok melingkar mengelilingi pinggan besar berisi makanan. Kelompok jamba biasanya terdiri dari 3-7 orang dengan jenis kelamin yang sama tanpa membedakan status sosial."
Sumatera Barat,Pernikahan,"Ketika makan bajamba, kita perlu memperhatikan adab. Jika kita selesai menghabiskan makan duluan, harap menunggu dan tidak langsung cuci tangan."
Sumatera Barat,Pernikahan,"Sajian utama ketika makan bajamba adalah nasi dan lauk pauk seperti rendang, gulai itik, dan sayur nangka. Parabungan seperti pisang, lapek, atau godok bisa dimakan setelah makan nasi."
Sumatera Barat,Pernikahan,"Sipangka alek mempersilakan tamu menambah makanan. Jika sudah selesai makan, tamu pulang meninggalkan piring kotor."
Sumatera Barat,Hubungan Keluarga,"Pak Nasri dan Bu Yusni memiliki dua orang anak, Fauzan dan Yanti. Keduanya masih duduk di bangku sekolah dasar."
Sumatera Barat,Hubungan Keluarga,"Rizal, seorang PNS di Pemkot Padang, memiliki anak istri yang tinggal di kampung mereka di Air Bangis. Rizal pulang menengok keluarganya sekali dua pekan karena jarak tempuh yang lumayan jauh."
Sumatera Barat,Hubungan Keluarga,"Andika dan Neli menikah pulang ka bako. Sutan Bagindo, ayah Andika, adalah kakak dari ibu Neli."
Sumatera Barat,Hubungan Keluarga,Saya memanggilnya Tek Wati. Dia menikahi paman saya.
Sumatera Barat,Hubungan Keluarga,Hubungan kekerabatan dalam keluarga Minangkabau di antaranya berkaitan dengan suku. Mamak dan kemenakan memiliki suku yang sama.
Sumatera Barat,Hubungan Keluarga,Datuak Rangkayo memiliki dua anak perempuan yang sudah menikah. Ratna dinikahi oleh dr Haris dan Diana dipersunting oleh Letkol Ibrahim. Dr Haris adalah pambayan dari Letkol Ibrahim.
Sumatera Barat,Hubungan Keluarga,"Dalam berkomunikasi, orang Minang harus selalu memperhatikan siapa lawan bicara. Seorang kemenakan harus menggunakan kata mendaki jika berbicara dengan Mamak."
Sumatera Barat,Hubungan Keluarga,Posisinya lemah ibarat abu di atas tunggul. Sumando tidak terlibat dalam mengambil keputusan penting di keluarga istri.
Sumatera Barat,Hubungan Keluarga,"Di rumah gadang, penghuni dan tamu duduk bersama di lantai. Perempuan duduk bersimpuh dan laki-laki duduk bersila."
Sumatera Barat,Hubungan Keluarga,"Beberapa puluh tahun lalu, pagar rumah masyarakat Minang hanya setinggi dada saja. Alasannya agar bisa saling melihat kondisi tetangga terdekat."
Sumatera Barat,Hubungan Keluarga,Deswita sering menerima tamu lelaki di rumahnya. Mereka menjadi bahan gunjingan tetangga.
Sumatera Barat,Hubungan Keluarga,Rani dan Rina sama-sama bersuku Jambak. Ibu Rina adalah adik ibu Rani.
Sumatera Barat,Hubungan Keluarga,"Etek Upik bersuku Piliang, sedangkan Maktuo Ita dan Uncu Saf keduanya bersuku Guci. Samsul, anak Etek Upik dan Uncu Saf, bersuku Piliang."
Sumatera Barat,Hubungan Keluarga,Saya mengantarkan oleh-oleh Bapak yang baru pulang dari Bandung untuk Etek. Saya mengetuk pintu dan mengucap salam sebelum masuk rumah Etek.
Sumatera Barat,Hubungan Keluarga,"Saya Indra, putra asli Bukittinggi. Suku saya Minangkabau."
Sumatera Barat,Hubungan Keluarga,Dahlan menikahi gadis Sunda. Anak Dahlan kelak tidak akan mewarisi suku Minang.
Sumatera Barat,Hubungan Keluarga,Salah satu sumbang 12 yang bersumber dari tambo adalah sumbang pakai. Perempuan Minang tidak boleh berpakaian ketat.
Sumatera Barat,Hubungan Keluarga,"Perempuan Minang sebaiknya tidak berjalan sendirian. Jika berjalan bersama laki-laki, dia berjalan di belakangnya."
Sumatera Barat,Hubungan Keluarga,Sumbang 12 adalah aturan tidak tertulis yang memandu norma kesopanan seorang wanita Minang. Yang tidak termasuk sumbang 12 adalah sumbang tidur.
Sumatera Barat,Hubungan Keluarga,"Kaba baiak bahimbauan, kaba buruak bahambauan. Masyarakat akan datang ke alek kenduri jika diundang."
Sumatera Barat,"Kehamilan, Bayi, Anak",Uni Winda dan Uda Azis akan mengadakan akikah Jumat ini. Anak kedua mereka telah lahir pekan lalu.
Sumatera Barat,"Kehamilan, Bayi, Anak",Kak Nita melahirkan anak pertamanya yang diberi nama Puti Aisyah Hanifah pada tanggal 14 Oktober 2023. Keluarga kami menyelenggarakan prosesi turun mandi pada tanggal 18 Oktober 2023.
Sumatera Barat,"Kehamilan, Bayi, Anak",Jam 9 malam Mira ditelepon temannya dan diajak main ke pasar malam. Mira minta izin ke ayahnya. Ayah melarang Mira pergi ke pasar malam.
Sumatera Barat,"Kehamilan, Bayi, Anak",Annisa memperoleh beasiswa S3 ke Inggris. Ibu ragu mengizinkan Annisa berangkat karena takut dia tidak kunjung mendapatkan jodoh.
Sumatera Barat,"Kehamilan, Bayi, Anak",Orang Minang belajar Al Qur'an sedini mungkin. Orang tua memasukkan anaknya ke TPA sejak dia sekolah.
Sumatera Barat,"Kehamilan, Bayi, Anak","Orang-orang tua pernah berpesan agar jangan membuat kegaduhan yang dapat mengganggu orang yang beristirahat. Seperti ungkapan Minang, ""jangan bersiul di malam hari, nanti datang ular""."
Sumatera Barat,"Kehamilan, Bayi, Anak","Anak dipangku, kemenakan dibimbing. Selain menjadi tanggung jawab orang tua, anak juga dididik oleh Mamak."
Sumatera Barat,"Kehamilan, Bayi, Anak",Arman meletakkan piring makannya berisi sisa lauk dan nasi di dapur. Amak meminta Arman menghabiskan sisa makanannya.
Sumatera Barat,"Kehamilan, Bayi, Anak","Setelah lulus SMA, Dita ingin masuk UNP. Dita bercita-cita menjadi guru."
Sumatera Barat,"Kehamilan, Bayi, Anak",Saya selalu ingat pesan Amak ketika pertama kali berangkat merantau tujuh tahun lalu. Rajin shalat dan jangan telat makan.
Sumatera Barat,"Kehamilan, Bayi, Anak","Bulan depan, Uda Arman beserta anak istrinya pulang dari rantau. Bapak dan ibu sibuk membicarakan rencana mengecat dan membersihkan rumah."
Sumatera Barat,"Kehamilan, Bayi, Anak","Usman berlibur bersama istrinya, Husna, dan kedua anaknya yang sudah duduk di bangku SMA, Ihsan dan Meri. Mereka memesan dua kamar selama menginap di hotel. Usman tidur sekamar dengan Ihsan, sedangkan Husna dengan Meri."
Sumatera Barat,"Kehamilan, Bayi, Anak","Walaupun aku sudah bekerja di startup, Bapak menyuruhku mendaftar PNS. Kata Bapak, hidupku terjamin jika jadi PNS."
Sumatera Barat,"Kehamilan, Bayi, Anak","Papa dan Mama ingin dia masuk STAN, tapi Manda lebih memilih UNPAD. Manda tidak mau menjadi PNS."
Sumatera Barat,Kematian,Tadi pagi salah seorang tetangga kami meninggal dunia. Kami pertama kali mendengar informasi ini dari pengumuman lewat pengeras suara di masjid.
Sumatera Barat,Kematian,Bunda pergi takziah. Bunda membawa kambuik berisi beras.
Sumatera Barat,Kematian,Orang Minang di kampung akan dimakamkan di pandam pakuburan. Pandam pakuburan adalah milik kaum.
Sumatera Barat,Kematian,Pasambahan merupakan bagian yang tidak terpisahkan dalam upacara kematian yang masih kental dengan adat Minang. Pasambahan kematian berupa pidato sambutan oleh keluarga yang berduka sebelum jenazah diantar ke pemakaman.
Sumatera Barat,Kematian,"Di beberapa nagari, kerabat dan tetangga datang untuk mendoakan jenazah setelah beberapa hari meninggal. Doa bersama diadakan pada hari ke-7, 14, 40, dan 100."
Sumatera Barat,Kematian,Acara manujuah hari berupa pengajian dan doa bersama. Acara ini biasanya dilangsungkan setelah shalat Isya.
Sumatera Barat,Kematian,Pengelolaan harta dalam adat Minangkabau tidak boleh sembarangan karena menyangkut jaminan hidup bagi saudara dan kemenakan perempuan di masa mendatang. Harta pusaka tinggi dan tanah ulayat tidak boleh diperjualbelikan.
Sumatera Barat,Hari Besar Agama,"Menjelang Maghrib di bulan Ramadhan, jalanan relatif ramai. Masyarakat berbondong-bondong pergi mencari pabukoan."
Sumatera Barat,Hari Besar Agama,Tradisi mengunjungi tempat pemandian masih dilakukan sebagian masyarakat Minangkabau di waktu tertentu. Mandi balimau dilakukan menjelang awal Ramadhan.
Sumatera Barat,Hari Besar Agama,Masyarakat perantau Minang mudik bersama-sama ke kampung halaman. Tradisi pulang basamo biasanya dilakukan menjelang Idul Fitri.
Sumatera Barat,Hari Besar Agama,"Ketika hari besar, misalnya memasuki bulan Ramadhan, menantu perempuan mengunjungi mertua dengan membawa makanan. Tradisi ini dikenal dengan manjalang."
Sumatera Barat,Hari Besar Agama,Pak Alam mengambil cuti dua bulan kurang. Beliau akan menunaikan ibadah haji.
Sumatera Barat,Hari Besar Agama,"Jika pada hari biasa kami lewat Silaiang, maka pada H+1 Idul Fitri ini kami terpaksa memutar lewat Sitinjau Lauik untuk menghindari kemacetan. Kami berangkat dari Padangpanjang ingin silaturrahim ke rumah Pak Uwo di Lubuk Alung."
Sumatera Barat,Hari Besar Agama,"Meninggalnya Hasan dan Husein, cucu Rasulullah saw, pada 10 Muharram diperingati di beberapa lokasi di Indonesia. Selain di Bengkulu, tradisi Tabuik juga dikenal di Pariaman, Sumatera Barat."
Sumatera Barat,Hari Besar Agama,"Meninggalnya Hasan dan Husein, cucu Rasulullah saw, pada 10 Muharram diperingati di beberapa lokasi di Indonesia. Selain di Bengkulu, tradisi Tabuik juga dikenal di Pariaman, Sumatera Barat."
Sumatera Barat,Hari Besar Agama,Besok hari raya Idul Adha. Kami berkurban sapi.
Sumatera Barat,Pertanian,"Prestasi Alan tidak hanya membanggakan orang tua dan sekolahnya, tapi juga warga Matur. Anak buruh tani itu terpilih mewakili Indonesia pada Olimpiade Komputer internasional."
Sumatera Barat,Pertanian,Beberapa orang ibu-ibu sedang mangipeh padi di sawah yang akan dipanen. Tujuannya memisahkan padi yang berisi dengan padi kosong.
Sumatera Barat,Pertanian,Sawah Pak Acil telah menguning dan bulan depan akan panen. Pak Acil akan menjual padinya ke tempat penggilingan.
Sumatera Barat,Pertanian,Mairiak padi biasa dilakukan bersama-sama oleh laki-laki Minang. Mairiak dilakukan pada masa panen.
Sumatera Barat,Ikan dan Ternak,Kolong rumah gadang dapat dipakai untuk kandang ternak. Ternak yang dipelihara adalah itik atau kambing.
Sumatera Barat,Ikan dan Ternak,"Kalau kami pulang kampung ke Kamang, Nenek suka memasak pangek ikan. Ikannya dipancing di kolam belakang rumah."
Sumatera Barat,Ikan dan Ternak,"Dalam tradisi marosok, penjual dan pembeli bernegoisasi tanpa bersuara dan mengandalkan gerakan jari ditutup kain sarung. Tradisi unik ini digunakan dalam transaksi jual-beli hewan ternak."
Sumatera Barat,Seni,"Di Jawa dan Bali, terdapat gamelan. Di Sulawesi Utara, ada kolintang. Sumatera Barat memiliki talempong."
Sumatera Barat,Seni,Rabab Minang memiliki variasi bahan dan bentuk. Rabab Pariaman terbuat dari tempurung kelapa dan memiliki dua buah senar.
Sumatera Barat,Seni,Saluang adalah alat musik tiup Minangkabau yang terbuat dari bambu. Panjang saluang sekitar 40-60 cm dengan diameter 3-4 cm.
Sumatera Barat,Seni,"Tak disadari pipinya basah oleh air mata mendengar lagu ""Kampuang Nan Jauah Mato"" yang sedang diputar. Tiga tahun sudah dia meninggalkan tanah air dan belum pernah pulang semenjak itu."
Sumatera Barat,Seni,"Perantau wajib berperilaku baik, sopan, dan santun di negeri orang. Pesan ini menjadi makna lagu Dayuang Palinggam."
Sumatera Barat,Seni,Penonton dibuat terpukau menyaksikan atraksi tari piring. Penari mengayun piring di tangan sambil menginjak-injak pecahan piring tanpa terluka.
Sumatera Barat,Seni,Tari pasambahan diiringi berbagai instrumen alat musik. Gerakan penari wanita menyajikan sirih dalam carano ke tamu diiringi oleh suara saluang.
Sumatera Barat,Seni,"Ukiran rumah gadang tidak hanya indah dan eksotis, tapi juga mengandung makna kearifan lokal. Itiak pulang patang bermakna orang Minang hidup teratur."
Sumatera Barat,Seni,Alat musik tiup Minang tidak hanya saluang. Ada juga pupuik tanduak yang dipakai sebagai penanda pengumuman oleh pemuka adat.
Sumatera Barat,Seni,Randai dipimping satu orang yang disebut panggoreh. Panggoreh mengatur cepat atau lambat tempo gerakan randai seiring dengan irama dendang.
Sumatera Barat,Seni,"Randai merupakan seni teater Minangkabau. Randai tidak hanya menggabungkan drama, tarian, dan nyanyian, tapi mempertunjukkan seni beladiri."
Sumatera Barat,Seni,Kesenian rabab berbentuk cerita dan dendang yang diiringi alat musik gesek. Dua aliran terkenal yaitu Rabab Pasisia dan Rabab Pariaman.
Sumatera Barat,Seni,Cerita kaba tidak hanya mengambil setting di Ranah Minang saja. Pada cerita Anggun Nan Tongga dikisahkan tokoh utama melakukan perjalanan keluar Sumatera Barat.
Sumatera Barat,Seni,Kaba Sabai Nan Aluih dipentaskan dalam pertunjukan randai tadi malam. Ceritanya mengisahkan tentang seorang perempuan yang mempertahankan kehormatan keluarganya.
